Incident_ID,Sources,Number_News,Media_Attention,Reliability,Date,Quarter,School,City,State,School_Level,Location,Location_Type,During_School,Time_Period,First_Shot,Summary,Narrative,Situation,Targets,Accomplice,Hostages,Barricade,Officer_Involved,Bullied,Domestic_Violence,Gang_Related,Preplanned,Shots_Fired,Active_Shooter_FBI,Year,Month,Day
20171231WAPIM,https://www.heraldnet.com/news/police-say-they-shot-up-the-school-then-bragged-about-it/,,,2,2017-12-31,Winter,Pinewood Elementary School,Marysville,WA,Elementary,Beside Building,Outside on School Property,No,Not a School Day,11:55 PM,Two teens fired shots at school breaking windows,19YOM and 18YOM fired 60 shots at elementary school building on New Years Eve causing extensive property damage. Bragged to others about shooting and were arrested.,Intentional Property Damage,Neither,Yes,No,No,No,No,No,No,No,60,No,2017,12,31
20171231LAEDA,https://www.nola.com/crime/index.ssf/2017/01/algiers_double_shooting.html,,,2,2017-12-31,Winter,Edna Karr High School,Algiers,LA,High,Parking Lot,Outside on School Property,No,Sport Event,8:00 PM,Drive-by in parking lot outside of school during basketball game,"2 non-students were denied entry to a high school basketball game. While sitting in their car in the parking lot, a car pulled up next to them and fired multiple times killing both of them.",Drive-by Shooting,Victims Targeted,Yes,No,No,No,No,No,No,No,<30,No,2017,12,31
20171227CALIL,https://www.dailynews.com/2017/12/28/man-arguing-with-girlfriend-in-lancaster-school-parking-lot-is-shot-by-another-man/,,,2,2017-12-27,Winter,Lincoln Elementary School,Lancaster,CA,Elementary,Parking Lot,Outside on School Property,No,Evening,10:40 PM,Attempted to stop domestic then fled scene,A victim and his girlfriend were involved in an argument. They pulled into school parking lot to continue argument when unknown male approached and intervened. Unknown male (shooter) shot male twice then fled. Victim was taken to hospital and treated. ,Domestic w/ Targeted Victim,Victims Targeted,,No,No,No,No,No,No,No,2,No,2017,12,27
20171219MIBEB,http://www.wnem.com/story/37105109/breaking-police-investigate-shooting-at-beecher-high-school,,,2,2017-12-19,Winter,Beecher High School,Beecher,MI,High,Parking Lot,Outside on School Property,No,Sport Event,,Student shot in parking lot after basketball game,Student shot in parking lot during a fight after basketball game with rival school. Unknown who fired the shot. Students involved in fight fled.,Escalation of Dispute,Victims Targeted,Yes,No,No,No,No,No,No,No,,No,2017,12,19
20171214TXELD,https://www.nbcdfw.com/news/local/Dallas-ISD-Gun-Accidentally-Goes-Off-in-3rd-Grade-Classroom-464473823.html,,,2,2017-12-14,Winter,Elisha M. Pease Elementary School,Dallas,TX,Elementary,Classroom,Inside School Building,Yes,Dismissal,,Gun in backpack of 3rd grader discharged,Gun in backpack of 3rd grader discharged in classroom. No injuries.,Accidental,Neither,No,No,No,No,No,No,No,No,1,No,2017,12,14
20171212TXSAP,https://abc13.com/2-wounded-when-gun-goes-off-in-car-at-sam-rayburn-hs/2774679/,,,2,2017-12-12,Winter,Sam Rayburn High School,Pasadena,TX,High,Parking Lot,Outside on School Property,No,School Event,6:00 PM,Accidental discharge in car striking both occupants,Two relatives (21YOM and 20YOM) were dropping off supplies for choir concert at the school when gun in car discharged striking both of them.,Accidental,Random Shooting,Yes,No,No,No,No,No,No,No,1,No,2017,12,12
20171211NCHIH,http://www.hpenews.com/free/shot-fired-at-central-high-school-no-one-injured/article_574ce5ba-dea8-11e7-b849-5ffd746bf19a.html,5-10,Regional,2,2017-12-11,Winter,High Point Central High School,High Point,NC,High,Cafeteria,Inside School Building,Yes,Afternoon Classes,2:08 PM,Gang-related shooting near cafeteria,"A shot was fired near the cafeteria. No one was hurt, school went on lockdown. The suspect fled but was arrested. A second juvenile, current but suspended student, was also arrested in relation to the shooting. Gang-related.",Escalation of Dispute,Victims Targeted,,No,No,No,No,No,Yes,No,1,No,2017,12,11
20171209ILCHC,https://www.news-gazette.com/news/update-potential-fight-might-have-sparked-gunfire/article_644ff6c6-f9f5-5327-b078-630facba2e9b.html,,,4,2017-12-09,Winter,Champaign Central High School,Champaign,IL,High,Parking Lot,Outside on School Property,No,Sport Event,9:20 PM,Shots fired during fight after basketball game,"15YOF, 17YOF, and 18YOF were shot during fight outside of high school basketball game. Unknown shooter fled the scene.",Escalation of Dispute,Both,,No,No,No,No,No,No,No,,No,2017,12,9
20171207NMAZA,https://lasvegassun.com/news/2021/apr/23/2017-campus-shooting-las-vegas-school-safety-event/ https://www.cnn.com/2017/12/08/us/aztec-high-school-shooting-william-atchison/index.html https://www.fbi.gov/file-repository/active-shooter-incidents-2000-2017.pdf,100,National,5,2017-12-07,Winter,Aztec High School,Aztec,NM,High,Classroom,Inside School Building,Yes,Morning Classes,08:04:00,Planned mass shooting attack by former student,,Indiscriminate Shooting,Random Shooting,No,Yes,Yes,No,,No,No,Yes,,Yes,2017,12,7
20171130VASAV,https://wtkr.com/2017/12/01/police-salem-hs-student-died-from-self-inflicted-gunshot-wound/ .  https://wtkr.com/2017/12/01/school-mourns-after-teen-shot-himself-in-school-bathroom/ https://www.wavy.com/news/salem-high-school-on-lockdown-due-to-student-with-medical-emergency/1078260255,,,3,2017-11-30,Fall,Salem High School,Virginia Beach,VA,High,Inside School Building,Inside School Building,Yes,School Start,8:10 AM,Student commit suicide in school,Student commit suicide inside school. Details unknown.,Suicide/Attempted,Victims Targeted,No,No,No,No,No,No,No,No,1,No,2017,11,30
20171129OHBAL,https://www.limaohio.com/news/273390/lima-man-arrested-after-gun-goes-off-accidentally-at-bath-high-school,,,2,2017-11-29,Fall,Bath High School,Lima,OH,High,Gym,Inside School Building,No,Evening,7:00 PM,Gun discharged in man's pocket while at basketball referees' meeting,Gun discharged in 49YOM pocket while attending basketball referees meeting. No injuries. Arrested and charged with possession of firearm at school.,Accidental,Neither,No,No,No,No,No,No,No,No,1,No,2017,11,29
20171128CABOS,http://www.ktvu.com/news/suspect-arrested-after-bullets-fired-at-booksin-elementary-in-san-jose  https://www.nbcbayarea.com/news/local/Arrest-Shooting-Booksin-Elementary-School-San-Jose-Police-460768833.html,,,3,2017-11-28,Fall,Booksin Elementary School,San Jose,CA,Elementary,Beside Building,Outside on School Property,No,Night,4:00 AM,Shot school security cameras,Shooter shot two school security cameras. Later arrested at his home. Unknown motive.,Intentional Property Damage,,,No,No,No,,,No,No,,No,2017,11,28
20171123COMAD,https://www.denverpost.com/2017/11/23/shooting-near-manual-high-school-denver/,,,2,2017-11-23,Fall,Manual High School,Denver,CO,High,Parking Lot,Outside on School Property,No,Not a School Day,12:06 PM,Three gunman fired multiple shots at 3 victims inside of car in school parking lot,"Three unknown gunman fired multiple shots at 3 victims (woman and two boys) inside of a car parked in the school parking lot. Unknown suspects. Police said shooting was gang related._x000d_
*Thanksgiving day and school was not in session",Escalation of Dispute,,Yes,No,No,No,No,No,Yes,No,>10,No,2017,11,23
20171117TNNOJ,https://www.wbbjtv.com/2017/11/18/shots-fired-north-side-high-school-school-placed-brief-lockdown/,,,2,2017-11-17,Fall,North Side High School,Jackson,TN,High,Parking Lot,Outside on School Property,No,Evening,9:30 PM,"Shots fired in parking lot of school, school locked down, no injuries or suspect",Multiple shots were fired in the parking lot of the school by an unknown gunman. No injuries or suspects.,Escalation of Dispute,,Unknown,No,No,No,No,No,,No,<10,No,2017,11,17
20171114FLLAM,https://www.wftv.com/news/local/deputies-student-shoots-himself-at-lake-minneola-high-school-no-active-shooter/647283326  http://www.orlandosentinel.com/news/breaking-news/os-lake-minneola-student-shoots-self-20171114-story.html  http://www.orlandosentinel.com/news/lake/os-lake-minneola-suicide-seth-sutherland-note-20171116-story.html,,,3,2017-11-14,Fall,Lake Minneola High School,Minneola,FL,High,Parking Lot,Outside on School Property,Yes,Morning Classes,,Suicide outside of school building,"17 year old student shot/killed himself outside on school property near the bus loop during planned school fire drill. Student left note that he was depressed. Also left message on SnapChat ""Rest in peace [expletive] all of you who contributed to this."" Was know to suffer from depression for past 4 years - came to a breaking point. left a two-page suicide note at home before going to school.",Suicide/Attempted,Victims Targeted,No,No,No,No,No,No,No,No,1,No,2017,11,14
20171114CARAR,https://www.cbsnews.com/news/california-shooting-gunman-kevin-janson-neal-threatened-victim-son-neighbor/ https://www.fbi.gov/file-repository/active-shooter-incidents-2000-2017.pdf.  https://www.usatoday.com/story/news/nation-now/2017/11/14/rancho-tehama-california-mass-killing/863246001/,100,National,5,2017-11-14,Fall,Rancho Tehama Elementary School,Rancho Tehama Reserve,CA,Elementary,Beside Building,Outside on School Property,Yes,Morning Classes,7:50 AM,Ongoing feud with neighbors on methamphetamine,"Owned several firearms, showed declining mental health prior to shooting spree across 8 different crime scenes. Went on random shooting spree after killing neighbors who he was in a dispute with over methamphetamine. Went to school because he knew neighbor's grandson went there - wasn't able to gain access to school due to it being on lockdown. Fired rounds at the buildings. Shooter eventually killed himself._x000d_
_x000d_
FBI Study: On November 14, 2017, at 7:53 a.m., Kevin Janson Neal, 44, armed with a rifle and two handguns, began shooting at his neighbors, the first in a series of shootings occurring in Rancho Tehama Reserve, Tehama County, California. After killing three neighbors, he stole a car and began firing randomly at vehicles and pedestrians as he drove around the community. After deliberately bumping into another car, the shooter fired into the car and wounded the driver and three passengers. The shooter then drove into the gate of a nearby elementary school. He was prevented from entering the school due to a lockdown, so he fired at the windows and doors of the building, wounding five children. Upon fleeing the school, the shooter continued to shoot at people as he drove around Rancho Tehama Reserve. Law enforcement pursued the shooter; they rammed his vehicle, forced him off the road, and exchanged gunfire. The shooter’s wife’s body was later discovered at the shooter’s home; the shooter apparently had shot and killed her the previous day. In total, five people were killed; 14 were wounded, eight from gunshot injuries (including one student) and six from shrapnel injuries (including four students). He shooter committed suicide after being shot and wounded by law enforcement during the pursuit.",Illegal Activity,Neither,No,No,No,No,No,No,No,No,,Yes,2017,11,14
20171110GALAM,http://www.unionrecorder.com/news/update-gun-discharges-in-third-grader-s-book-bag/article_12323ddc-c65b-11e7-a275-f77a9d106f20.html,,,2,2017-11-10,Fall,Lakeview Academy,Milledgeville,GA,Elementary,Classroom,Inside School Building,Yes,Morning Classes,8:30 AM,Gun in backpack discharged when student got book out,Gun in backpack of 8YOM student discharged striking wall when he got a book out. Gun was stolen in a residential burglary. Both parents and student denied any knowledge that the gun was in the backpack. No injuries.,Accidental,Neither,No,No,No,No,No,No,No,No,1,No,2017,11,10
20171109GABEC,http://www.fox5atlanta.com/news/two-students-accidentally-shot-at-banneker-high-school-according-to-principal#/,11-100,National,2,2017-11-09,Fall,Benjamin Banneker High School,College Park,GA,High,Classroom,Inside School Building,Yes,Afternoon Classes,3:25 PM,Accidental discharge while showing off gun in classroom,A small caliber hand gun accidentally discharged in a 10th grade classroom. The gun was found in a box in a student's bag. One female student was shot in the ankle and the same bullet grazed another student. One student is to be charged with one count of possession of a weapon and one count of a weapon on campus. Two others are to be charged with reckless conduct because of their contact with the weapon.,Accidental,Neither,No,No,No,No,No,No,No,No,1,No,2017,11,9
20171103MIPAL,https://rumble.com/v3x6k9-documents-reveal-what-police-think-happened-outside-pattengill-academy.html,5-10,Regional,2,2017-11-03,Fall,Pattengill Academy,Lansing,MI,Middle,Parking Lot,Outside on School Property,Yes,Dismissal,4:30 PM,Accidental discharge handling gun in school parking lot,"The victim was sitting in a parked black SUV in front of the school, along with the shooter who was the driver, waiting for another student.The shooter reached to pick up the gun, which he had allegedly bought the day before, from under his seat in order to put it away to safety but accidentally shot the girl in the face, non-lethally. He drove her to the hospital and his car was found there. Police released an alert about him and the shooter turned himself in on the following Sunday.",Accidental,Neither,,No,No,No,No,No,,No,1,No,2017,11,3
20171027NYPRU,https://www.wktv.com/content/news/453482573.html,,,4,2017-10-27,Fall,Proctor High School,Utica,NY,High,Parking Lot (Bus),Outside on School Property,Yes,Dismissal,2:30 PM,"Shots fired a person in school parking lot, missed and struck occupied school bus",Multiple shots fired from street next to the school at an individual in the school parking lot. Shots missed and struck a school bus with 20 students inside. Police were on the scene for a seperate fight. School was not locked down during the incident. Shooter in vehicle fled.,Drive-by Shooting,Victims Targeted,,No,No,No,No,No,No,No,,No,2017,10,27
20171020OHSTT,https://www.wtol.com/article/text/news/police-shots-fired-in-parking-lot-area-of-start-high-school/512-4f7360d6-2e3f-434a-a6e6-0067351b41f4,,,3,2017-10-20,Fall,Start High School,Toledo,OH,High,Parking Lot,Outside on School Property,No,Sport Event,9:30 PM,Shots fired in parking lot during football game,Police officer heard shots fired in the parking lot of the high school during a football game. Officer observed a suspect riding away on a bicycle. No victims. No arrest made.,Escalation of Dispute,,No,No,No,No,No,No,,No,<10,No,2017,10,20
20171014NCKEK,https://www.journalnow.com/news/crime/man-charged-after-gun-fired-at-kernersville-youth-football-game/article_18fb0bef-80e1-530a-bc1f-b6b61ce4d8fd.html,,,3,2017-10-14,Fall,Kernersville Elementary School,Kernersville,NC,Elementary,Football Field/Track,Outside on School Property,No,Sport Event,11:00 AM,Shot fired by parent during struggle with police officer during youth football game,Police were called for an irate parent at a youth football game. Parent (22YOM) pulled a gun and fired during the struggle with a police officer. Arrested and charged with multiple felonies. No injuries.,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,No,No,1,No,2017,10,14
20171012NCCHC,https://newsmaven.io/charlottealerts/news/video-drug-dispute-erupts-into-shootout-at-gas-station-school-bus-gets-hit-ffkja5HUBEKh-yZn1VMiVQ,,,5,2017-10-12,Fall,Charlotte School Bus,Charlotte,NC,,School Bus,School Bus,Yes,School Start,7:30 AM,Bus with students struck by shots fired during drug dispute,Bus with 19 students was struck by bullet fired during dispute between two adult men at a gas station. 30YOM and 37YOM each fired shots at each other.,Escalation of Dispute,Random Shooting,No,No,No,No,No,No,No,No,5-10,No,2017,10,12
20170930PAPUC,https://triblive.com/local/regional/12794212-74/woman-shoots-boyfriend-in-indiana-county-school-parking-lot,,,2,2017-09-30,Fall,Purchase Line Elementary School,Commodore,PA,Elementary,Parking Lot,Outside on School Property,No,Night,11:00 PM,"Domestic, shot boyfriend in parking lot - claimed it was accidental","Shooter and victim were driving at night when they became involved in an argument. After they pulled over and into school parking lot, shooter (female) got out of vehicle, pulled out .380 from her pocket and shot into the car striking her boyfriend (victim) in the leg - shooter was later arrested at her house, which she shared with victim. Shooter later claimed it was accidental.",Domestic w/ Targeted Victim,Victims Targeted,No,No,No,No,No,Yes,No,No,1,No,2017,9,30
20170929MOLEL,https://fox4kc.com/2017/09/29/lees-summit-north-high-school-dismissing-students-early-due-to-an-incident/,,,2,2017-09-29,Fall,Lees Summit North High School,Lees Summit,MO,High,Inside School Building,Inside School Building,Yes,Morning Classes,8:45 AM,Female student shot herself inside the school,Teenage female student fired one shot killing herself on the second floor of the high school. School was locked down and then dismissed.,Suicide/Attempted,Victims Targeted,No,No,No,No,No,No,No,No,1,No,2017,9,29
20170929CASUL,http://abc7.com/5-injured-in-bb-gun-shooting-at-sun-valley-high-school/2469755/,,,2,2017-09-29,Fall,Sun Valley High School,Los Angeles,CA,High,Off School Property,Off School Property,Yes,Dismissal,3:29 PM,5 shot outside of school by BB fired from apartment building across the street,3 students and 2 adults were transported to the hospital after being shot by BBs fired from an apartment across the street. No shooter identified.,Unknown,,,No,No,No,No,No,No,No,,No,2017,9,29
20170928KYSOL,https://www.lexingtonky.gov/news/10-26-2017/two-men-wanted-connection-shooting-outside-middle-school; https://www.wkyt.com/content/news/Lexington-Police-respond-to-shooting-at-Southern-Middle-School--448589843.html,,,4,2017-09-28,Fall,Southern Middle School,Lwxington,KY,Middle,Football Field/Track,Outside on School Property,No,Sport Event,7:30 PM,Escalation of ongoing feud,"Two men kidnapped a women and forced her to set up a meeting with a mutual acquaintance at the middle school. Upon arrival, a gun battle ensued in which one of the kidnappers was shot in the leg. The victim later sought medical attention at the local hospital and was detained by police for questioning. Although the shooting was not related to the sporting event, the students at the game were brought inside the school building and the school was placed on lockdown.",Escalation of Dispute,,,No,No,No,No,No,No,No,,No,2017,9,28
20170920ILMAM,https://www.dailyeasternnews.com/2020/09/21/community-still-dealing-with-mattoon-high-school-shooting-3-years-later/ http://www.chicagotribune.com/news/local/breaking/ct-teen-evaluation-mattoon-school-shooting-20180216-story.html https://foxillinois.com/news/local/1-year-since-matton-high-school-shooting https://wrex.com/category/2018/10/11/high-school-shooting-suspect-sentence-to-juvenile-prison/,11,Regional,4,2017-09-20,Fall,Mattoon High School,Mattoon,IL,High,Cafeteria,Inside School Building,Yes,Lunch,11:30:00,Shooting in school cafeteria,"Shooter drew weapon and attempted to fire at a girl in the cafeteria. Teacher grabbed his arm as he fired and the bullet struck another male student near her. Victim was random. Shooter was suspended in the past for getting in a fight with another girl who he claimed bullied him; Shooter planned to shoot that girl but she didn't show up so he decided to shoot at another. Parents made prior reports to school regarding son being bullied. Defense considering insanity plea. Shooter is in intensive mental health treatment program while awaiting trial, may be tried as an adult. No murder charge due to victim not being targeted.",Bullying,Both,No,No,No,No,Yes,Yes,No,Yes,,Yes,2017,9,20
20170913WAFRR,https://www.spokesman.com/stories/2021/mar/31/trial-for-accused-freeman-school-shooter-moved-to-/ https://www.cbsnews.com/news/freeman-high-school-shooting-suspect-said-he-was-bullied-police-documents-say/ http://www.spokesman.com/stories/2017/sep/18/search-warrant-shows-accused-killer-caleb-sharpe-m/ https://www.wpxi.com/news/judge-school-shooting-suspect-comments-are-admissible/753945642 https://www.fbi.gov/file-repository/active-shooter-incidents-2000-2017.pdf https://www.kxly.com/news/defense-issues-at-birth-may-have-led-to-brain-damage-in-freeman-school-shooter/1095763943 https://madison.com/news/national/judge-teen-charged-in-school-shooting-to-be-tried-as/article_907de2bb-92ad-59e0-a197-974630b40933.html https://komonews.com/news/local/teen-pleads-not-guilty-to-washington-school-shootings,100,National,5,2017-09-13,Fall,Freeman High School,Rockford,WA,High,Hallway,Inside School Building,Yes,Morning Classes,10:00:00,Bullied at school,,Bullying,Both,No,No,No,No,Yes,No,No,Yes,,Yes,2017,9,13
20170908OHCOC,http://www.dispatch.com/news/20170912/counselor-describes-how-he-defused-columbus-scioto-school-shooter,11-100,National,2,2017-09-08,Fall,Columbus Scioto 6-12,Columbus,OH,6-12,Hallway,Inside School Building,Yes,Morning Classes,8:33 AM,Shooting by emotionally disturbed student,"A student in a school for emotionally and behaviorally disturbed students opened fire in the school building, no one was hurt. The shooter was engaged by the school counselor, who managed to convince the shooter to surrender the gun. The two had met earlier that day to discuss the shooter's mood. The counselor came out with the shooter and told the police that the gun was in a cabinet. The school was for emotionally disturbed students.",Psychosis,Neither,No,No,No,No,,,No,No,,Yes,2017,9,8
20170908ARNON,https://www.thv11.com/article/news/local/after-shooting-north-little-rock-high-to-increase-security-at-football-games/473815136,,,2,2017-09-08,Fall,North Little Rock High School,North Little Rock,AR,High,Parking Lot,Outside on School Property,No,Sport Event,,Teen shot in parking lot during football game,Teen non-student shot in the parking lot of the school during a football game. Multiple rounds were fired. Suspect unknown. Motive unknown.,Escalation of Dispute,Victims Targeted,Unknown,No,No,No,No,No,,No,,No,2017,9,8
20170831CAARS,https://www.sbsun.com/2017/09/01/shooting-cuts-arroyo-valley-high-school-football-game-short/,,,3,2017-08-31,Summer,Arroyo Valley High School,San Bernardino,CA,High,Football Field/Track,Outside on School Property,No,Sport Event,9:00 PM,Shooting at football stadium following a fight inside,"Group of young men were escorted out of the stadium after a fight inside. Once outside, 12 shots were fired from the fenceline of the stadium. Shooter fled in a vehicle. Remainder of game was suspended.",Escalation of Dispute,Victims Targeted,Yes,No,No,No,No,No,No,No,12,No,2017,8,31
20170817GALIL,https://www.ajc.com/news/crime--law/veteran-lithia-springs-high-teacher-shoots-self-school-classes-canceled/ySkZFldVAcQEqaXTYrihbK/,,,2,2017-08-17,Summer,Lithia Spring High,Lithia Springs,GA,High,Classroom,Inside School Building,Yes,School Start,7:15 AM,Teacher attempted suicide inside school during school day,Teacher attempted suicide when school opened but before classes started. Students were not present during the shooting.,Suicide/Attempted,Victims Targeted,No,No,No,No,No,No,No,No,1,No,2017,8,17
20170801GABAV,https://www.wctv.tv/content/news/Shots-fired-during-Valdosta-Highs-Midnight-Madness-practice-437798503.html,,,3,2017-08-01,Summer,Bazemore-Hyder Stadium (Valdosta High School),Valdosta,GA,High,Football Field/Track,Outside on School Property,No,Sport Event,12:45 AM,Female students shot during high school football practice,"Female student was shot in the neck when shots were fired during a dispute outside of the ""Midnight Madness"" first football practice for Valdosta High School. 5 shell casings were recovered outside the stadium. Additional evidence was found in the street. After the shooting, the remainder of the practice was canceled.",Escalation of Dispute,Both,,No,No,No,No,No,No,No,5,No,2017,8,1
20170721UTSPS,https://fox13now.com/2017/07/21/19-year-old-shoots-teen-at-spanish-fork-high-before-taking-own-life/,,,2,2017-07-21,Summer,Spanish Fork High School,Spanish Fork,UT,High,Parking Lot,Outside on School Property,No,Night,2:30 AM,"Shots fired during shooting in school parking lot, killed himself when confronted by police","Shooter and victim meet in school parking lot to fight. While still inside the car, shooter pulled a gun on the victim. During a struggle for the gun, victim was shot in the arm. Victim and witnesses then fled. Shooter fired at them several times before fleeing the scene. Police later found and stopped the vehicle with shooter inside. The shooter then killed himself. ",Escalation of Dispute,Victims Targeted,Yes,No,No,No,No,No,No,No,>5,No,2017,7,21
20170719WIHIM,https://fox6now.com/2017/07/19/police-32-year-old-shot-multiple-times-inside-school-gym-in-milwaukee-during-basketball-game/,,,2,2017-07-19,Summer,Hickman Academy Preparatory School,Milwaukee,WI,High,Gym,Inside School Building,No,Sport Event,9:00 PM,Shot multiple times inside the school gym during basketball game,Fight between two men. One left and came back with a handgun. 32YOM was shot multiple times inside the school gym during a basketball game by an unknown shooter who fled the scene.,Escalation of Dispute,Victims Targeted,,No,No,No,No,No,No,No,<10,No,2017,7,19
20170622SCWIF,https://www.wbtw.com/news/1-arrested-hospitalized-after-accidental-shooting-at-wilson-high-school/868539676,,,2,2017-06-22,Summer,Wilson High School,Florence,SC,High,Parking Lot,Outside on School Property,Yes,School Start,8:00 AM,Shot self in foot in car in parking lot,Group of students were inside a vehicle in the parking lot. One accidentally fired a handgun striking himself in the foot.,Accidental,Neither,Yes,No,No,No,No,No,No,No,1,No,2017,6,22
20170616ILWAC,https://chicago.suntimes.com/crime/2-boys-man-charged-with-warren-elementary-school-shooting/,11-100,National,2,2017-06-16,Summer,Warren Elementary School,Chicago,IL,Elementary,Field (General),Outside on School Property,Yes,After School,1:51 PM,Suspected gang attack on 2 former students; Victims were not the targets,2 former students tried to get into the end-of-the-year picnic next to the school. They were recognized and stopped by security guards. A black Jeep approached and shots were fired at the former students who ran toward the picnic and drew the gunfire to the students. 2 girls were accidentally shot and wounded. Police pulled over the stolen vehicle 10 minutes later and arrested the suspects.,Drive-by Shooting,Both,,No,No,No,No,No,Yes,No,,No,2017,6,16
20170526OKMCT,https://www.fox23.com/news/tulsa-police-respond-to-reports-of-shots-fired-at-mcclain-high-school/436311154,,,3,2017-05-26,Spring,McLain High School,Tulsa,OK,High,Football Field/Track,Outside on School Property,No,Sport Event,,Student shot another student during a football game inside the stadium,Student shot another student in the head during a football game. 6 campus police officers and 2 Tulsa PD officers were assigned to the game. Shooter was arrested after an extensive search.,Escalation of Dispute,Victims Targeted,No,No,No,No,,No,,No,<10,No,2017,5,26
20170524NEMCO,https://www.3newsnow.com/news/local-news/one-man-injured-in-north-omaha-shooting https://www.msn.com/en-us/news/crime/omaha-man-sentenced-in-2017-shooting-death-outside-school/ar-AAzRQTw,,,3,2017-05-24,Spring,McMillan Middle School,Omaha,NE,Middle,Parking Lot,Outside on School Property,No,Evening,8:00 PM,Shot in chest in school parking lot during robbery,21YOM shot in the parking lot during a robbery by a 51 YOM,Illegal Activity,Victims Targeted,,No,No,No,No,No,No,No,,No,2017,5,24
20170524ALGRG,http://abc3340.com/news/local/greensboro-hs-student-in-police-custody-after-shooting-at-another-student,5-10,Local,2,2017-05-24,Spring,Greensboro High School,Greensboro,AL,High,Front of School,Outside on School Property,Yes,Morning Classes,11:30 AM,Shot fired during argument outside of school,"2 students (both minors) were arguing at the school bus stop in front of the school. One of them fired the gun at the other student but missed. A 3rd student tackled the shooter and a teacher helped retrieve the gun. No one was hurt, the shooter was arrested.",Escalation of Dispute,Victims Targeted,No,No,No,No,,,No,No,1,No,2017,5,24
20170523TXKEK,http://www.ktre.com/story/35506610/kirbyville-high-school-principal-resigns-then-shoots-kills-self-in-parking-lot,,,2,2017-05-23,Spring,Kerbyville High School,Kirbyville,TX,High,Parking Lot,Outside on School Property,No,After School,4:00 PM,Principal resigned and shot self in parking lot,"Principal resigned, walked out to parking lot, and shot self in vehicle.",Suicide/Attempted,Victims Targeted,No,No,No,No,No,No,No,No,1,No,2017,5,23
20170515LAMOL,http://www.americanpress.com/news/local/year-old-shot-at-moss-bluff-school/article_bf746d62-ee60-11e7-ad5c-7b6da485d0a4.html,5-10,Local,2,2017-05-15,Spring,Moss Bluff Elementary School,Lake Charles,LA,Elementary,Inside School Building,Inside School Building,Yes,Morning Classes,7:50 AM,Accidental discharge when gun fell out of backpack,A student brought the gun in a backpack. The gun fell out and another student picked it up. The gun was accidentally discharged and hit a 3rd student in the stomach. The father and brother of the child who brought the gun were charged with negligence.,Accidental,Neither,No,No,No,No,No,No,No,No,1,No,2017,5,15
20170415OKBOT,https://www.tulsaworld.com/homepagelatest/man-shot-in-chest-at-booker-t-washington-high-school/article_f6b588e9-926b-5c04-a9c5-aee4dc5c7ee8.html,,,2,2017-04-15,Spring,Booker T. Washington High School,Tulsa,OK,High,Parking Lot,Outside on School Property,No,Not a School Day,9:05 PM,Man shot in parking lot following basketball game for unknown reason,52YOM shot and killed in parking lot of school following alumni basketball game. No shooter or motive known.,Escalation of Dispute,,Unknown,No,No,No,No,No,,No,,No,2017,4,15
20170410CANOS,https://www.cnn.com/2017/04/10/us/san-bernardino-school-shooting/index.html,11-100,National,2,2017-04-10,Spring,North Park Elementary School,San Bernardino,CA,Elementary,Classroom,Inside School Building,Yes,Morning Classes,10:30 AM,"Killed teacher (estranged wife) and then shot self in school classroom, two student struck","Murder-suicide of estranged wife who was teacher. Shooter walked into the classroom armed with a large caliber revolver and opened fire without saying anything, two students hit by rounds who were behind the teacher; previous dropped charge for brandishing a firearm, assault, and 2 restraining orders from other women. Wife talked to her family about her concerns about his behavior; relationship problems and a short marriage.",Murder/Suicide,Both,No,No,No,No,No,Yes,No,No,,No,2017,4,10
20170328PALIP,http://www.post-gazette.com/local/east/2017/03/28/Linton-Middle-School-shooting-Penn-Hills/stories/201703280186  http://www.post-gazette.com/local/east/2017/11/01/Details-fatal-shooting-Deven-Holloway-NIcholas-Knight-Penn-Hills-Linton-Middle-School/stories/201711010188  https://triblive.com/local/pennhills/12896996-74/district-attorney-says-deven-holloways-shooting-death-outside-penn-hills-school-was,,,3,2017-03-28,Spring,Linton Middle School,Penn Hills,PA,Middle,Parking Lot,Outside on School Property,No,After School,4:30 PM,Attempted robbery gone wrong,"16 year old pulled gun on 22 year old after male and three friends parked at the school to play basketball. The back seat passenger got out at which time the 16 year old robber jumped in, pulled gun, and demanded money from everyone. When they tried to reason with him, the robber hit driver in the head with the gun. The robber then got out of car and shot into it. The 22 year old driver then pulled his own gun and shot/killed robber then left scene. 22YOM was later arrested but not charged. ",Self-defense,Victims Targeted,Yes,No,No,No,No,No,No,No,<5,No,2017,3,28
20170321CAKIK,https://www.thecalifornian.com/story/news/my-safety/2017/03/21/authorities-hunt-king-city-school-shooting-suspect/99464446/,11-100,Regional,2,2017-03-21,Spring,King City High School,King City,CA,High,Parking Lot,Outside on School Property,Yes,Morning Classes,11:00 AM,Drive-by outside of school,Victim was in his car when 2 males approached and started shooting. Shooters fled and victim drove himself home before he went to the hospital. Likely gang-related.,Drive-by Shooting,Victims Targeted,Yes,No,No,No,No,No,Yes,No,<10,No,2017,3,21
