Incident_ID,Sources,Number_News,Media_Attention,Reliability,Date,Quarter,School,City,State,School_Level,Location,Location_Type,During_School,Time_Period,First_Shot,Summary,Narrative,Situation,Targets,Accomplice,Hostages,Barricade,Officer_Involved,Bullied,Domestic_Violence,Gang_Related,Preplanned,Shots_Fired,Active_Shooter_FBI,Year,Month,Day
20120525AZWEA,https://arizonadailyindependent.com/2013/10/12/man-sentenced-for-killing-girlfriend-in-avondale-school-parking-lot/; https://www.newspapers.com/image/517463636/?terms=shot%2Bin%2Bhigh%2Bschool%2Bparking%2Blot; https://www.newspapers.com/image/120972968/; https://www.dailymail.co.uk/news/article-2150456/Takesha-Barnes-Mother-killed-boyfriend-attends-daughters-graduation.html; https://casetext.com/case/state-v-moton-21,,,5,2012-05-25,Spring,West View High School,Avondale,AZ,High,Parking Lot,Outside on School Property,Yes,School Event,1:55 PM,Domestic violence,"Victim was in relationship with shooter marred by domestic violence. Victim was at high school with her children attending 8th grade promotion ceremony for her daughter. Upon leaving victim asked security guard to escort her and herr to her vehicle out of fear she would be attacked. While escorting, security guard saw shooter hiding behind cars - told victim to lock herself in her car and flee. Shooter pulled handgun from waistband and began chasing victim through parking lot. Victim got into vehicle but it wouldn't start. Shooter walked to driver's side of vehicle and shot victim several times. He fled on motorcycle, was later arrested and sentenced. ",Domestic w/ Targeted Victim,Victims Targeted,No,No,No,No,No,Yes,No,No,5,No,2012,5,25
20120401ARKIR,https://5newsonline.com/2012/04/02/rogers-police-investigate-shooting/  http://www.arkansasonline.com/news/2012/apr/02/rogers-police-investigate-shooting/,1-5,Local,2,2012-04-01,Spring,Kirksey Middle School,Rogers,AR,Middle,Parking Lot,Outside on School Property,No,Evening,9:58 PM,Fight in school parking lot,"Shooter and victim met at the middle school parking lot to fight - during the fight, shooter shot several rounds, one of which hit victim in the foot. Victim was later taken to hospital, treated and released. Shooter was also taken to hospital after he was beaten up by others on the scene after firing shots. Shooter was eventually arrested and charged. ",Escalation of Dispute,Both,No,No,No,No,No,No,No,No,<5,,2012,4,1
20120315ALLEM,http://blog.al.com/live/2013/06/mobile_teens_to_be_tried_as_ad.html  http://blog.al.com/live/2012/03/leflore_high_shooting_teen_arr.html  http://blog.al.com/live/2012/05/second_youth_charged_in_connec.html,1-5,Local,1,2012-03-15,Spring,LeFlore High School,Mobile,AL,High,Parking Lot,Outside on School Property,Yes,Morning Classes,10:50 AM,Targeted gang shooting in school,"3 suspects dressed in the school uniforms entered school property. After locating the target they were after, they chased both him and another student trying to help get victim get away. One of the suspects shot at the victim several times but only hit a parked car. The suspects were later identified, and the shooter turned himself in. The judge in the case denied treating the shooter as a youthful offender because of his juvenile criminal record. ",Escalation of Dispute,Victims Targeted,Yes,No,No,No,No,No,Yes,No,,,2012,3,15
20120306FLEPJ,http://www.jacksonville.com/article/20120420/NEWS/801254519,11-100,International,2,2012-03-06,Spring,Episcopal School of Jacksonville,Jacksonville,FL,Unknown,Office,Inside School Building,Yes,Afternoon Classes,1:15 PM,Fired teacher killed principal and self,"Teacher (shooter) was fired for incompetence earlier that day and returned to the school later, entering the principal's office through the unlocked back door. Shooter was carrying an AK-47, which he transported in a guitar case. He shot and killed the principle and then killed himself. The other teacher in the room was not hurt. Police found 11 shell casings, a loaded rifle clip with 30 rounds inside and a plastic bag with 32 more bullets. Police searched his home and did not find any evidence for planning, only a gun show event circled on the calendar. Students reported he had talked about bringing guns to school. He was a Spanish teacher but had started teaching about Marxism and ranting during class.",Anger Over Grade/Suspension/Discipline,Victims Targeted,No,No,No,No,No,No,No,No,<5,Yes,2012,3,6
20120227OHCHC,http://www.nydailynews.com/news/national/ohio-teen-faces-life-prison-shooting-rampage-left-high-school-students-dead-article-1.1292702 https://www.fbi.gov/file-repository/active-shooter-incidents-2000-2017.pdf,11-100,National,5,2012-02-27,Winter,Chardon High School,Chardon,OH,High,Cafeteria,Inside School Building,Yes,School Start,7:30 AM,"Planned attack, fired at random victims then walked out of school to surrender to police","Shooter was troubled student who had been sent to alternative school. Walked into the cafeteria of his former high school and began firing a handgun at random students. After the shooting he walked outside and sat on the side of the road until police arrived. He reported that he had no reason for picking any of them and he aimed for their heads to reduce pain. Wrote ""killer"" on his white t-shirt during trial, made obscene statements and gestures to the victims' families and smirked the whole time. Shooter pleads guilty and was sentenced to life without parole. Shooter escaped from prison 2 years later but was recaptured. ",Indiscriminate Shooting,Random Shooting,No,No,No,No,No,No,No,Yes,,Yes,2012,2,27
20120222WAARB,https://www.kitsapsun.com/story/news/2021/06/16/nine-years-after-being-shot-bremerton-classroom-amina-headed-college/7707334002/ ttp://archive.kitsapsun.com/news/code-911/student-shot-at-armin-jahr-elementary-school-in-bremerton-ep-417752434-356869261.html,11,National,5,2012-02-22,Winter,Armin Jahr Elementary School,Bremerton,WA,Elementary,Hallway,Inside School Building,Yes,Dismissal,13:30:00,Accidental discharge in backpack,"Shooter (student) stole the gun from a dresser drawer in his mother's home and brought it to school because he feared other students. The gun accidentally discharged from the backpack and injured a female student. The bullet broke her arm and struck her spine. Both boys were charged, as well as the shooter's mother and her boyfriend for keeping accessible guns in the house. ",Accidental,Random Shooting,Yes,No,No,No,Yes,No,No,No,1,No,2012,2,22
20120210NHWAW,https://www.cbsnews.com/news/14-year-old-shoots-self-in-nh-school-cafeteria/,11-100,National,2,2012-02-10,Winter,Walpole Elementary School,Walpole,NH,Elementary,Cafeteria,Inside School Building,Yes,Lunch,11:00 AM,Attempted suicide in cafeteria,"14YOM student shot himself with (allegedly) a shotgun at the cafeteria and was taken to the hospital. Another student reported shooter has been passing notes claiming that he was depressed, some students mentioned he had girlfriend issues.",Suicide/Attempted,Victims Targeted,No,No,No,No,,No,No,No,1,,2012,2,10
20120110TXNOH,https://www.chron.com/news/houston-texas/article/Teen-shot-at-North-Forest-High-School-2457718.php,5-10,Local,2,2012-01-10,Winter,North Forest High School,Houston,TX,High,Hallway,Inside School Building,Yes,Afternoon Classes,12:30 PM,Shot bully during dispute,18 YOM shot a 16 YOM in the leg during a dispute. Police reported that a fight between a group of students began outside the school and continued inside of the school. Shooter was quickly apprehended by a teacher who is also a police officer. The school has metal detectors and frequent issues with firearms and violence. Backpacks that are not clear are prohibited. Shooter claimed he was being bullied and was in fear for his life. Shooter's family supported the claim and said school officials knew about it and that the shooter had been under attack by 3 other students and one of them punched him. No records were found for filing complaints but a student confirmed shooter was being bullied.,Bullying,Both,No,No,No,No,,No,No,No,1,,2012,1,10
20120104TXCUB,https://www.mysanantonio.com/news/local_news/article/Deadly-day-in-Brownsville-2440652.php,,Regional,2,2012-01-04,Winter,Cummings Middle School,Brownsville,TX,Middle,Hallway,Inside School Building,Yes,School Start,8:00 AM,Police officer killed student holding airsoft pistol,Student was holding an airsoft pistol that looked like a real firearm. Student refused the orders from the police officer to drop the weapon. The student pointed the weapon at the officer and the officer fired twice killing him.,Self-defense,Neither,No,No,No,Yes,,,,,2,,2012,1,4
20111228MINOF,https://www.mlive.com/news/flint/index.ssf/2011/12/one_person_shot_outside_northe.html https://www.mlive.com/news/flint/index.ssf/2012/01/second_17-year-old_man_arreste.html,,,3,2011-12-28,Winter,Northern High School,Flint,MI,High,Beside Building,Outside on School Property,No,Sport Event,,Shots fired during fight outside of school during basketball game,"Shots fired during fight outside of basketball game. One male was injured. Two 17 YOMs were later arrested, unclear if they were students. Basketball game continued and participants were unaware of the shooting outside.",Escalation of Dispute,,Yes,No,No,No,No,No,No,No,<10,,2011,12,28
20111212TXHAE,https://www.newspapers.com/image/331539601/?terms=HARWELL%2BMIDDLE%2BSCHOOL  https://www.newspapers.com/image/332520089/?terms=dustin%2Bwesley%2Bcook  https://www.newspapers.com/image/331443515/?terms=dustin%2Bwesley%2Bcook  https://www.newspapers.com/image/285698903/?terms=dustin%2Bwesley%2Bcook,,,3,2011-12-12,Winter,Harwell Middle School,Edinburg,TX,Middle,Basketball Court,Outside on School Property,Yes,After School,4:45 PM,Shooter was target practicing 1 mile away,"Two middle school boys were trying out for school basketball team when they were shot. Three area hunters were detained but later released. Shooter, Dustin Wesley Cook, 36, turned himself in - he was charged with aggravated assault although the shootings were deemed accidental. ",Accidental,,No,No,No,No,No,No,No,No,2,,2011,12,12
20111024NCCAF,http://www.fayobserver.com/news/20180817/cape-fear-high-shooting-lawsuit-settled-for-2-million,11-100,National,3,2011-10-24,Fall,Cape Fear High School,Fayetteville,NC,High,Beside Building,Outside on School Property,Yes,Afternoon Classes,1:00 PM,"Revenge for prior fight, missed intended target","15 YOM shot a .22 rifle at another student who had a physical altercation with his cousin the prior week.  Shooter reported that he was hit by a swinging door, the weapon discharged and hit a female student in the neck. Shooter fled the scene after the shooting and was arrested at his home. Single round fired. School security video cameras showed that shooter wandered the halls for hours with the rifle concealed under his clothing. Shooter did not disclose who was the intended target.18YOM accomplice also faces charges.",Escalation of Dispute,Random Shooting,Yes,No,No,No,No,No,No,No,1,,2011,10,24
20110930ORWIP,https://www.kgw.com/article/news/4-arrested-for-shots-fired-outside-wilson-high/283-73396732,,,3,2011-09-30,Fall,Wilson High School,Portland,OR,High,Parking Lot,Outside on School Property,No,Sport Event,9:00 PM,Shots fired at crowd school parking lot following fight earlier in the day,4 teens arrested after shots were fired from a car at a crowd in the school parking lot following a football game. There had been a fight earlier in the day related to the shooting. All shots missed and no one was injured. Police believe the shooting is gang related.,Drive-by Shooting,Victims Targeted,Yes,No,No,No,No,No,Yes,No,,No,2011,9,30
20110930NCGAC,https://www.wbtv.com/story/15592235/man-shot-twice-at-garinger-high-school-police-say/,,,3,2011-09-30,Fall,Garinger High School,Charlotte,NC,High,Parking Lot,Outside on School Property,No,Sport Event,10:00 PM,Teen shot in parking lot during football game,"17YOM shot in school parking lot during football game. Shooter fled. Football game was not interrupted. 18YOM was arrested for having a gun on school property, unclear if he was shooter (parents said he was friends with victim).",Escalation of Dispute,Victims Targeted,,No,No,No,No,No,Yes,No,,No,2011,9,30
20110923WAISS,https://www.khq.com/news/update-motive-unknown-in-shooting-near-issaquah-school/article_ab6eb88e-8035-5dbf-9b3f-3193fbd8ed5e.html https://www.dailymail.co.uk/news/article-2041530/Gunman-shot-dead-sending-Issaquah-High-School-football-fans-running-away-opened-fire.html,,,3,2011-09-23,Fall,Issaquah High School,Seattle,WA,High,Football Field/Track,Off School Property,No,Sport Event,7:00 PM,"51 year-old male in camo with rifle fired multiple shots outside high school football game, shot and killed by police",51YOM in camo clothing with rifle was pursued in vehicle by police. He stopped near a school and started firing shots at police and the field. Police rushed attendees at the game behind the bleachers. Police shot and killed the shooter in the street outside. Motive and target of shooting unknown.,Indiscriminate Shooting,,No,No,No,No,No,No,No,No,,Yes,2011,9,23
20110523HIHIP,http://www.staradvertiser.com/2011/06/15/breaking-news/third-boy-arrested-in-highlands-school-shooting/    https://www.newspapers.com/image/321875717/?terms=Highland%2BIntermediate%2Bschool,1-5,Local,3,2011-05-23,Spring,Highlands Intermediate School,Pearl City,HI,Middle,Beside Building,Outside on School Property,Yes,Before School,6:30 AM,Accidental discharge when handling gun found behind school,"Shooter reported that he found the gun on Friday behind the school gym, but didn't pick the weapon up until Monday morning. The 14 year-old student told his father that he was showing the firearm to some friends when one of them pushed it away, and that is when the weapon discharged. The bullet hit a wall, ricocheted, then broke into pieces that struck another student. Police arrested 3 juveniles in connection with the shooting. Allegedly, a 14YOM student stole the gun from his father the Christmas prior, sold it to a 16YOM student, who sold it to the 14YOM student who discharged it during the incident. The adult owner of the gun confirmed it was stolen but he never reported it.",Accidental,Random Shooting,No,No,No,No,No,No,No,No,1,,2011,5,23
20110517WAHOE,https://www.heraldnet.com/news/marysville-teen-sentenced-to-10-years-for-shooting-outside-everett-school/,1-5,Local,3,2011-05-17,Spring,Horizon Elementary School,Everett,WA,Elementary,Basketball Court,Outside on School Property,No,Evening,6:30 PM,"Argument on the outdoor basketball court, result of an ongoing gang feud","A group of teens were playing basketball when an argument ensued - one teen pulled out a gun and shot another in the chest. Shooter fled, but was caught by police - sentenced to 10 years in jail",Escalation of Dispute,Victims Targeted,,No,No,No,No,No,Yes,No,,,2011,5,17
20110419TXBEH,https://www.cbsnews.com/news/texas-schoolboy-6-accidentally-discharges-gun-in-cafeteria-three-children-wounded-say-police/,5-10,National,2,2011-04-19,Spring,Betsy Ross Elementary School,Houston,TX,Elementary,Cafeteria,Inside School Building,Yes,Lunch,11:00 AM,"Gun fell out of pocket of 6 YOM student in cafeteria, injured 3",A handgun fell out of the pocket of a 6YOM student when he sat down for lunch in cafeteria and discharged injuring 3 other students. ,Accidental,Random Shooting,No,No,No,No,No,No,No,No,1,,2011,4,19
20110413FLSHA,https://www.wftv.com/news/2-teens-facing-charges-after-shooting-outside-scho/286627477  https://www.newspapers.com/image/268436937/?terms=sheeler%2Bcharter%2Bhigh%2Bschool ,1-5,Local,3,2011-04-13,Spring,Sheeler Charter High School,Apopka,FL,High,Parking Lot,Outside on School Property,Yes,Lunch,12:00 PM,Fight in school parking lot,"The suspects, two non students, approached a student at the parking lot and an argument started. A school administrator tried to break off the fights but one of the suspects pulled a gun and accidentally shot the other suspect. Both suspects fled and were later apprehended, the gun was recovered.",Escalation of Dispute,Both,Yes,No,No,No,No,No,No,No,1,,2011,4,13
20110330TXWOH,https://abc13.com/archive/8044190/,5-10,Local,2,2011-03-30,Spring,Worthing High School,Houston,TX,High,Football Field/Track,Outside on School Property,No,Sport Event,6:45 PM,Gang related shooting at football game,"2 gangs from rival schools - Early 103 from Yates High School, and the Murder Mob from Worthing High School, clashed during a football game on the school field. The fist fight included bystanders. Two of the rival gang members went back to their car and started shooting. Someone on the field started shooting back and the car left. The other shooter was not identified. The rival gang's car was later found with blood on the door and gunshot holes. 1 person was killed and 5 were wounded, including the 2 rival gang members.",Escalation of Dispute,Both,,No,No,No,No,No,Yes,No,,,2011,3,30
20110325INMAM,https://www.courtlistener.com/pdf/2012/06/11/michael_phelps_v._state_of_indiana.pdf,11-100,National,5,2011-03-25,Spring,Martinsville West Middle School,Martinsville,IN,Middle,Hallway,Inside School Building,Yes,Before School,7:00 AM,Shooter and victim had multiple prior fights,"The shooter and victim had a fist fight days prior to the shooting, allegedly over a girl. The shooter was expelled from school for making a bomb threat the week prior, violating his probation after being adjudicated as a delinquent. Multiple disciplinary issues for years. The shooter mention in front of at least 3 people he was planning on shooting the victim. Shooter stole gun from former stepfather. Reportedly, victim refused to fight shooter and shooter shot him twice in the stomach, fled, and ditched the gun in a wooded area. Full court document available.",Escalation of Dispute,Victims Targeted,No,No,No,No,No,Yes,No,No,2,,2011,3,25
20110202CALOP,https://sacramento.cbslocal.com/2012/04/24/verdict-reached-in-placerville-principal-slaying/,5-10,National,4,2011-02-02,Winter,Louisiana Schnell Elementary School,Placerville,CA,Elementary,Office,Inside School Building,Yes,Morning Classes,10:37 AM,Dispute over hiring of new employee,"Suspect was janitor at school who shot principal after janitor wasn't allowed to offer input on the hiring of a night janitor. Suspect was dismissed for the day, allegedly went home to get a gun, came back to the school and shot the victim 3 times. Shooter and victim were reported to have been friends.",Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,No,No,3,,2011,2,2
20110118CAGAL,https://www.dailybreeze.com/2011/04/11/gardena-high-student-gets-9-months-for-having-gun-that-discharged/,5-10,National,4,2011-01-18,Winter,Gardena High School,Los Angeles,CA,High,Classroom,Inside School Building,Yes,Morning Classes,10:40 AM,"Gun was in backpack, accidentally went off striking two students","Shooter had handgun in bag. Gun accidentally went off striking one student in the head and the other in the neck. Student was arrested at school. Allegedly, shooter was carrying gun to protect himself while going to and from school, fearing bullies/gangs. Most people reported he was a nice kid, one person reported he had anger issues. Shooter was on probation for punching another student a year prior. Two other students helped shooter change and get rid of backpack but no charges were filed.",Accidental,Random Shooting,Yes,No,No,No,No,No,No,No,1,,2011,1,18
20110105NEMIO,https://journalstar.com/news/state-and-regional/nebraska/the-millard-south-shooting-timeline/article_ef16c15d-c67e-54b5-b4fa-0742edc6085d.html,11-100,National,5,2011-01-05,Winter,Millard South High School,Omaha,NE,High,Office,Inside School Building,Yes,Lunch,12:45 PM,"Shot principal and vice principal, fired at other staff, fled in vehicle and killed self","Shooter shot and wounded the Principal, shot the Vice Principal dead, headed out and pointed the gun at the guard who ducked before shooter could shoot. Shooter then shot at a school custodian but the debris wounded the nurse. Shooter left the school in a vehicle and was found dead with a self inflicted GSW a mile from the school. The shooter father was a local police detective. No students were injured. Shooter had left the facebook post: ""Everybody that used to know me I'm sry but Omaha changed me and (expletive) me up. and the school I attend is even worse ur gonna hear about the evil (expletive) I did but that (expletive) school drove me to this. I wont u guys to remember me for who I was b4 this ik. I greatly affected the lives of the families ruined but I'm sorry. goodbye."" Earlier that day shooter was called to the principal's office about his criminal trespass for driving his car on the school's football field and track on New Year's Eve (he was criminally charged and his father locked up his car). Shooter was suspended for 19 days and escorted out of the school by security but he returned later that day with the gun. Shooter grew up with his mother but had recently moved to live with his father, reasons are unknown. Shooter had posted on Facebook he hated it there but his friends reported he was a fun, thrill-seeking guy and did not seem to have problems adapting, except for his father being more strict than he was used to. K2 was found in his system. Shooter had done community service in the past for something he had done but is not on his criminal record. Had problems with authority figures.",Anger Over Grade/Suspension/Discipline,Both,No,No,No,No,No,No,No,No,3,Yes,2011,1,5
20110104INCRC,https://www.newspapers.com/image/310759931/?terms=school%2B%2Bbus%2Bshooting,,,2,2011-01-04,Winter,Crown Point School bus,Crown Point,IN,K-12,School Bus,School Bus,No,Before School,6:00 AM,Back window of school bus shot with BB gun - no injuries,"In the early morning hours before any students were aboard, the back window of a school bus was shot by a bb gun - unknown shooter",Intentional Property Damage,,,No,No,No,,,,No,1,,2011,1,4
20101206COAUA,https://www.denverpost.com/2015/11/19/court-reverses-conviction-in-2010-aurora-shooting-that-paralyzed-victim/,5-10,Local,4,2010-12-06,Winter,Aurora Central High School,Aurora,CO,High,Front of School,Outside on School Property,No,Dismissal,2:30 PM,"Bystander student shot during drive-by, gang related","Female student was shot during gang-related drive by shooting. Police said she was not the intended target. Shooter was a passenger in a car, started arguing with people from a rival gang but when shots were fired, six unrelated students were caught in the fire. Shooter was a former student and an illegal immigrant. Shooter was later caught and sentenced to 35 years.",Drive-by Shooting,Both,Yes,No,No,No,No,No,Yes,No,1,,2010,12,6
20101129WIMAM,https://madison.com/wsj/news/local/crime_and_courts/no-clues-found-in-marinette-school-standoff-that-ended-in/article_62c3dbb3-1712-52ec-b275-d599eff149de.html,11-100,International,2,2010-11-29,Fall,Marinette High School,Marinette,WI,High,Classroom,Inside School Building,No,Evening,7:30 PM,Took class hostage before commiting suicide when police entered,"Shooter left to use bathroom and returned with a backpack containing two guns. Fired at the projector and took the class and teacher hostage for hours. Shooter first fired three shots from one gun and laid another gun and the ammunition on a podium, later shot three more rounds at a telephone and a computer. SWAT officers entered and as one of them caught shooter's hand, he pulled the trigger and shot himself. Shooter never pointed his weapon at anyone or made any demand except telling people not to leave. Other students stated he appeared sad and depressed - everyone tried to engage him in casual conversations and keep him calm. Shooter allowed some students to leave before firing self-inflicted GSW to his head. Shooter was a good student and liked by classmates. No early warning signs were indicated. No suicide note, postings, or other explanation. Police only found a drawing that shows a bomb, a helicopter, a parachute, an outdoor scene, but did not think it was related to the incident.",Hostage/Standoff,Victims Targeted,No,Yes,Yes,No,No,No,No,No,4,Yes,2010,11,29
20101023KSTOT,https://www.wibw.com/home/headlines/Shooting_At_Topeka_West_High_School_105624733.html https://www.cjonline.com/news/2013-04-11/woman-gets-10-years-fatal-shooting-topeka-west,11-100,Local,5,2010-10-23,Fall,Topeka West High School,Topeka,KS,High,Field (General),Outside on School Property,No,Evening,10:30 PM,Drug deal gone bad,"Two victims went to meet suspects on school grounds to buy marijuana. Either the deal went bad or it was an ambush, but one victim was killed and the other wounded -  all 4 suspects (2 males and 2 females) apprehended and charged.",Illegal Activity,Victims Targeted,Yes,No,No,No,No,No,No,No,,,2010,10,23
20101008CAKEC,http://www.cbs8.com/story/13293293/shots-fired-at-kelly-elementary-school-in-carlsbad https://www.fbi.gov/file-repository/active-shooter-incidents-2000-2017.pdf,,,5,2010-10-08,Fall,Kelly Elementary School,Carlsbad,CA,Elementary,Playground,Outside on School Property,Yes,Lunch,12:00 PM,"Fired shot at school playground, struck by driver who saw shooting occuring",Shooter fired at a elementary school playground from a distance with a .357 revolver. Shooter also had gas can and propane tank. Shots struck two students. Nearby construction worker who heard the shots and saw him shooting intervened. One of the workers used his truck to knock shooter down while two other workers subdued him. ,Indiscriminate Shooting,Random Shooting,No,No,No,No,No,No,No,No,6,Yes,2010,10,8
20101001CAALS,http://www.montereyherald.com/article/ZZ/20101001/NEWS/101008895 .   https://www.newspapers.com/image/280535784/?terms=alisal%2Bhigh%2Bschool%2Bshooting,,,2,2010-10-01,Fall,Alisal High School,Salinas,CA,High,Beside Building,Outside on School Property,Yes,School Start,7:53 AM,Gang-related shooting outside of school.,Unidentified shooter fired multiple shots at the victim when he walked onto school grounds. Shooter fled the scene. Police reported the shooting was gang related.,Escalation of Dispute,Victims Targeted,,No,No,No,,No,Yes,No,<5,,2010,10,1
20100921SCSOC,https://www.scnow.com/news/local/article_04883685-d7bf-56ec-a60b-6d38dce94a06.html .   https://www.myrtlebeachonline.com/latest-news/article16608194.html .  http://www.wmbfnews.com/story/13192276/police-respond-to-incident-at-socastee-hs https://www.scnow.com/news/local/former-socastee-high-student-sentenced-to-six-years-for-shooting/article_04883685-d7bf-56ec-a60b-6d38dce94a06.html,,,4,2010-09-21,Fall,Socastee High School,Conway,SC,High,Office,Inside School Building,Yes,Afternoon Classes,2:00 PM,Fired shot at SRO when officer searched his bag,Shooter was a 15YOM former student who was not known to school officials. Fired handgun in the SRO's office when SRO attempted to search his bag. SRO was burned by the gun firing but was not shot. He was able to wrestle the gun away from the shooter. Shooter was good student but was bullied for years. Grandmother reported him coming home from school with marks and bruises. Correctional officers reported fascination with guns and violence. Shooter also had two pipe bombs in his bag. ,Bullying,Victims Targeted,No,No,No,No,Yes,No,No,Yes,1,Yes,2010,9,21
20100908MIMUD,https://michronicleonline.com/2010/09/13/second-teen-charged-in-mumford-shooting/ .    https://www.huffingtonpost.com/2010/09/07/mumford-high-school-shoot_n_707971.html .  https://www.mlive.com/news/detroit/index.ssf/2010/09/detroit_police_detain_two_stud.html,,,2,2010-09-08,Fall,Mumford High School,Detroit,MI,High,Beside Building,Outside on School Property,Yes,,3:30 PM,Fight outside of school,Physical altercation escalated into shooting outside of the school prior to the first day of classes. Two students who were not involved in the shooting were stuck (minor injuries). Shooter fled the scene. Argument began on school property - shooting took place across the street from school,Escalation of Dispute,Random Shooting,,No,No,No,No,No,No,No,,,2010,9,8
20100830TNSUB,https://www.heraldcourier.com/news/gunman-killed-at-sullivan-central/article_35434f30-00d3-522f-98f1-58f372591713.html .  https://www.snopes.com/fact-check/carolyn-gudger/ https://www.heraldcourier.com/news/updated-surveillance-video-released-from-2010-sullivan-central-high-school-standoff/article_1b3eeed1-ff31-56ca-bc3f-edf773e926c9.html,,,5,2010-08-30,Summer,Sullivan Central High School,Blountville,TN,High,Hallway,Inside School Building,Yes,Morning Classes,9:16 AM,Officer shot adult male who had gun at school after standoff,"A 62 year-old male Vietnam War Veteran drove to school where his brother worked as a janitor. He entered the school, pulled his weapon, a .380 caliber handgun, and pointed it at a student. The shooter also had second loaded handgun with him. The School Resource Officer pulled her weapon and pointed it at the suspect. School lockdown procedures were initiated. For approximately 10 minutes, there was a standoff with both the shooter and the SRO pointing weapons at each other. Two other deputies arrived and cornered the shooter and they ordered him to drop his weapon. When he refused, the deputies shot and killed him. The shooter had a history of legal problems and interactions with local law enforcement. Charged with stalking the mail carrier who delivered to his house and police officers had recommended a mental evaluation. ",Hostage/Standoff,Victims Targeted,No,Yes,No,No,No,No,No,,0,Yes,2010,8,30
20100518CASOS,https://abc7.com/archive/7448106/ .  https://www.dailynews.com/2010/05/18/student-at-south-gate-high-school-shot-on-campus/,,,3,2010-05-18,Spring,South Gate High School,South Gate,CA,High,Beside Building,Outside on School Property,Yes,Before School,7:51 AM,Targeted shooting outside of school,"17 year old shooter walked onto school property, pulled gun out, and targeted a single victim. Shooter was former student at the high school. Shooter fled towards the direction of his new high school. Police located and arrested shooter approximately 1 hour later. Motive was still unknown.",Escalation of Dispute,Both,,No,No,No,,,,No,1,,2010,5,18
20100428VAWOP,https://pilotonline.com/news/local/crime/article_23ff5ef3-ffe1-5890-854c-d591b2f1b71e.html .  https://pilotonline.com/news/local/crime/article_54e2aece-4ff9-5c55-971c-c16add764d69.html,,,3,2010-04-28,Spring,Woodrow Wilson High School,Portsmouth,VA,High,Cafeteria,Inside School Building,Yes,Lunch,12:15 PM,Fired shots into ceiling of cafeteria,"Shooter carried gun around school and made comments about people picking on him. While in a crowded cafeteria, shooter shot weapon three times into air then put the gun on table and walked away.",Bullying,Neither,,No,No,No,Yes,No,No,No,3,Yes,2010,4,28
20100226WABIT,http://www.truecrimereport.com/2010/03/jennifer_paulson_special_ed_te.php  https://www.seattletimes.com/seattle-news/obsessed-man-shoots-kills-teacher/,,,3,2010-02-26,Winter,Birney Elementary School,Tacoma,WA,Elementary,Beside Building,Outside on School Property,Yes,Before School,,Stalker killed teacher,Shooter was friends with victim - became infatuated with her - she filed restraining order against him in 2008. He showed up to the school where she worked as a special education teacher and shot her. Suspect was later killed by deputies 10 miles away from school. ,Domestic w/ Targeted Victim,Victims Targeted,,No,No,No,No,No,No,No,3,,2010,2,26
20100223CODEL,https://www.denverpost.com/2010/02/23/2-students-shot-1-man-arrested-at-deer-creek-middle-school/ https://www.thedenverchannel.com/news/2-students-shot-at-deer-creek-middle-school https://www.fbi.gov/file-repository/active-shooter-incidents-2000-2017.pdf .   https://www.newspapers.com/image/452595264/?terms=BRUCO%2BEASTWOOD . https://www.newspapers.com/image/227117028/?terms=BRUCO%2BEASTWOOD,,Regional,5,2010-02-23,Winter,Deer Creek Middle School,Littleton,CO,Middle,Front of School,Outside on School Property,Yes,Dismissal,15:14:00,"Shot two students outside of school, tackled by teacher, severe mental illness","32-year-old shooter fired hunting rifle at the school bus stop at the end of the school day striking a female and male student. Shooter was tackled by a teacher and bus driver. Shooter was mumbling ""I fight for freedom"". Shooter had been seen around the school on previous occasions. Shooter was former student at school. Shooter diagnosed with severe mental illness (hallucinations, psychotic episodes, paranoid psycho). Later found not guilty by reason of insanity",Psychosis,Random Shooting,No,No,No,No,,No,No,No,2,Yes,2010,2,23
20100210TNINK,http://archive.knoxnews.com/news/local/judge-sentences-inskip-shooter-mark-foster-to-56-years-ep-402656909-357418151.html/ https://www.fbi.gov/file-repository/active-shooter-incidents-2000-2017.pdf,,,5,2010-02-10,Winter,Inskip Elementary School,Knoxville,TN,High,Office,Inside School Building,No,After School,1:00 PM,"Teacher told he wasn't being rehired next year, shot principal and asst principal",48YOM teacher was told that his contract was not going renewed next school year. Shot principal and assistant principal then fled the scene. Arrested by police.,Anger Over Grade/Suspension/Discipline,Victims Targeted,No,No,No,No,No,No,No,No,<10,No,2010,2,10
